listing_id,update_time,YEAR,listing_name,location_address,COUNTY,STATE,orgnization,orgnization_1,orgnization_2,orgnization_3,orgnization_4,orgnization_888,orgnization_1_desc,orgnization_2_desc,orgnization_3_desc,orgnization_4_desc,orgnization_other_desc,listing_desc,location_x,location_y,location_desc,location_site,location_site_otherdesc,location_indoor,specialproductionmethods,specialproductionmethods_1,specialproductionmethods_2,specialproductionmethods_3,specialproductionmethods_4,specialproductionmethods_5,specialproductionmethods_6,specialproductionmethods_7,specialproductionmethods_8,specialproductionmethods_9,specialproductionmethods_10,specialproductionmethods_11,specialproductionmethods_12,specialproductionmethods_13,specialproductionmethods_14,specialproductionmethods_888,specialproductionmethods_other_desc,saleschannel_onlineorder,saleschannel_onlineorder_1,saleschannel_onlineorder_2,saleschannel_onlineorder_3,saleschannel_onlineorder_2_desc,saleschannel_onlineorder_3_desc,saleschannel_onlineorder_other_desc,saleschannel_phoneorder,saleschannel_csaorder,saleschannel_csaorder_1,saleschannel_csaorder_2,saleschannel_csaorder_3,saleschannel_csaorder_1_desc,saleschannel_csaorder_2_desc,saleschannel_csaorder_3_desc,saleschannel_csa_vendor,saleschannel_csa_vendor_1,saleschannel_csa_vendor_2,saleschannel_deliverymethod,saleschannel_deliverymethod_1,saleschannel_deliverymethod_2,saleschannel_deliverymethod_3,saleschannel_deliverymethod_2_desc,acceptedpayment,acceptedpayment_1,acceptedpayment_2,acceptedpayment_3,acceptedpayment_4,acceptedpayment_5,acceptedpayment_6,acceptedpayment_7,acceptedpayment_888,acceptedpayment_7_desc,acceptedpayment_other_desc,FNAP,FNAP_1,FNAP_2,FNAP_3,FNAP_4,FNAP_5,FNAP_888,SNAP_option,SNAP_option_1,SNAP_option_2,FNAP_3_desc,webscriping,bulktable_id,bulktable_row_id
311932,3/27/2023,2023,Harlem Hospital Market,"628-1 Lenox Ave, New York, New York 10037",New York County,New York,,,,,,,,,,,,,-73.93804202,40.81794718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311933,3/27/2023,2023,Harvest Home Jacobi Hospital Market,"1400 Pelham Pkwy., Jacobi Hospital, Bronx, NY, 10461",Bronx County,New York,,,,,,,,,,,,,-73.84764006,40.85750418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311934,3/27/2023,2023,Harvest Home Murray Hill Farmers Market,"8 West 126th Street New York, NY 10016",New York County,New York,,,,,,,,,,,,,-73.94220407,40.80726756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311935,3/27/2023,2023,Harvest Home Youth Market,"70 E.129th St. New York, NY 10029",New York County,New York,,,,,,,,,,,,,-73.93794075,40.80791584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311936,3/27/2023,2023,Herkimer Farmers Market,"104 N Washington St, Herkimer, New York 13350",Herkimer County,New York,,,,,,,,,,,,,-74.98465563,43.02627638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311937,3/27/2023,2023,Herkimer/ Early Birds Farmers Market,"105 N Caroline St. Herkimer, NY 13350",Herkimer County,New York,,,,,,,,,,,,,-74.99380445,43.02396391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311938,3/27/2023,2023,High School For Public Service Farmers Market,"600 Kingston Ave, Brooklyn, New York 11203",Kings County,New York,,,,,,,,,,,,,-73.9425347,40.6597115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311939,3/27/2023,2023,Highland Park Winter Farmers Market,"249 Highland Ave. Rochester, NY 14620",Monroe County,New York,,,,,,,,,,,,,-77.60747798,43.12945679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311940,3/27/2023,2023,Hilltown Farmers' Market - Preston Hollow,"2958 Route 145 Preston Hollow, NY 12469",Albany County,New York,,,,,,,,,,,,,-74.20357516,42.43974315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311941,3/27/2023,2023,Hilltown Farmers' Market - Rensselaerville,"26 County Route 353 Rensselaerville, NY 12147",Albany County,New York,,,,,,,,,,,,,-74.14365563,42.51141485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311942,3/27/2023,2023,Hilton Farmers Market,"55 Hovey St. Hilton, NY 14468",Monroe County,New York,,,,,,,,,,,,,-77.79129615,43.28883672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311943,3/27/2023,2023,Holland Farmers Market,"49 N. Main Street Holland, NY 14080",Erie County,New York,,,,,,,,,,,,,-78.54303116,42.64181545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311944,3/27/2023,2023,Homer Farmers Market,"53 South Main Street Homer, NY 13077",Cortland County,New York,,,,,,,,,,,,,-76.17869234,42.63538996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311945,3/27/2023,2023,Hornell Farmers Market,"40 Main Street Hornell, NY 14843",Steuben County,New York,,,,,,,,,,,,,-77.66316357,42.32819292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311946,3/27/2023,2023,Horseheads Farmers Market,"202 Main St. , Teal Park Horseheads, NY 14845",Chemung County,New York,,,,,,,,,,,,,-76.77634651,42.18317018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311947,3/27/2023,2023,Hudson Falls Farmers Market,"1161 Dix Ave Hudson Falls, NY 12839",Washington County,New York,,,,,,,,,,,,,-73.58276492,43.3195165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311948,3/27/2023,2023,Hudson Valley Regional Farmers Market,"15 Mt. Ebo Road South Brewster, NY 10509 Off of Route 22 to Doansburg Road. At the HVCPA Building and Grounds",Putnam County,New York,,,,,,,,,,,,,-73.57246914,41.43519084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311949,3/27/2023,2023,Huntington Village Farmers Market,"228 Main St, Huntington, New York 11743",Suffolk County,New York,,,,,,,,,,,,,-73.42468766,40.8715632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311950,3/27/2023,2023,Hyde Park Farmers Market,"12 White Oaks Rd, Hyde Park, New York 12538",Dutchess County,New York,,,,,,,,,,,,,-73.92262442,41.78349406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311951,3/27/2023,2023,Ilion Farmers Market,"437 Otsego St. Ilion, NY 13357",Herkimer County,New York,,,,,,,,,,,,,-75.04539803,43.0020582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311952,3/27/2023,2023,Inwood Greenmarket,"620 Isham St, New York, New York 10034",New York County,New York,,,,,,,,,,,,,-73.92036897,40.86906875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311953,3/27/2023,2023,Irondequoit Farmers Market,"1280 Titus Ave, Irondequoit, New York 14617",Monroe County,New York,,,,,,,,,,,,,-77.58263052,43.21113685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311954,3/27/2023,2023,Ithaca Farmers Market (Saturday),"545 3rd Street on waterfront, Rt. 13 Ithaca, NY 14850",Tompkins County,New York,,,,,,,,,,,,,-76.50817161,42.44992242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311955,3/27/2023,2023,Jackson Heights Greenmarket,"78-09 34th Ave, Jackson Heights, New York 11372",Queens County,New York,,,,,,,,,,,,,-73.88867875,40.75335436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311956,3/27/2023,2023,John Jay Homestead Farmers Market,"400 Jay St Katonah, NY 10536",Westchester County,New York,,,,,,,,,,,,,-73.66061483,41.24835883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311957,3/27/2023,2023,Johnson City Farmers Market,"635 Harry L Drive, Oakdale Mall Johnson City, NY 13790",Broome County,New York,,,,,,,,,,,,,-75.97511311,42.12462803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311958,3/27/2023,2023,Johnstown Farmers' Market,"55 E. Main Street Johnstown, NY 12095",Fulton County,New York,,,,,,,,,,,,,-74.36900734,43.00653249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311959,3/27/2023,2023,Joseph Addabbo Family Health Center's Farmers Market,"6200 Beach Channel Drive Far Rockaway, NY 11692",Queens County,New York,,,,,,,,,,,,,-73.79140925,40.58842766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311960,3/27/2023,2023,Katonah/Lewisboro Farmers' Market,"60 N. Salem Road, Route 121 Cross River, NY 10518",Westchester County,New York,,,,,,,,,,,,,-73.61118999,41.2778451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311961,3/27/2023,2023,Kauneonga Lake Farmers Market,"3586 State Road 55 Kauneonga Lake, NY 12749",Sullivan County,New York,,,,,,,,,,,,,-74.831408,41.68574099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311962,3/27/2023,2023,Keeseville Farmers' Market,"1698 Front St., Keeseville, NY, 12944",Essex County,New York,,,,,,,,,,,,,-73.48083732,44.50317896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311963,3/27/2023,2023,Kenmore Farmers' Market,"2919 Delaware Avenue Buffalo, NY 14223",Erie County,New York,,,,,,,,,,,,,-78.87015604,42.9638679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311964,3/27/2023,2023,Kennedy Plaza Farmers' Market,"1 West Chester Street Long Beach, NY 11561",Nassau County,New York,,,,,,,,,,,,,-73.66598393,40.58939993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311965,3/27/2023,2023,Kingston Farmers Market,"285 Wall St, Kingston, New York 12401",Ulster County,New York,,,,,,,,,,,,,-74.01952119,41.93314685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311966,3/27/2023,2023,Kingston Winter Farmers' Market,"272 Wall St., The Old Dutch Church , Kingston, NY, 12401",Ulster County,New York,,,,,,,,,,,,,-74.01946408,41.93298466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311967,3/27/2023,2023,"Kingston, New York Farmers' Market","328 Wall Street Kingston, NY 12401",Ulster County,New York,,,,,,,,,,,,,-74.01979133,41.93425729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311968,3/27/2023,2023,Koo Koose Farmers Market,"192 Front Street, Town Garage Pavilion Deposit, NY 13754",Broome County,New York,,,,,,,,,,,,,-75.42358305,42.0609765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311969,3/27/2023,2023,La Grange Farmers Market,"1000 Route 55 Lagrangeville, NY 12540",Dutchess County,New York,,,,,,,,,,,,,-73.80775345,41.67210399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311970,3/27/2023,2023,Lake Placid Farmers Market,"17 Algonquin Avenue Lake Placid, NY 12946",Essex County,New York,,,,,,,,,,,,,-73.9999559,44.29166437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311971,3/27/2023,2023,Lakeville UCC Farmers Market,"5687 Big Tree Rd, Orchard Park, New York 14127",Erie County,New York,,,,,,,,,,,,,-78.77321122,42.76481191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311972,3/27/2023,2023,Lancaster Market,"11 W Main St Lancaster, NY 14086",Erie County,New York,,,,,,,,,,,,,-78.67057585,42.90120768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311973,3/27/2023,2023,Lansing Farmers Market,"29 Auburn Rd. (NYS Rt. 34) Lansing, NY 14882",Tompkins County,New York,,,,,,,,,,,,,-76.5034012,42.53805798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311974,3/27/2023,2023,"Lansing, NY Farmers' Market","27-29 Auburn Rd. Lansing, NY 14882",Tompkins County,New York,,,,,,,,,,,,,-76.5034012,42.53805798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311975,3/27/2023,2023,Lebanon Valley Farmers Market,"36 Old Route 20 New Lebanon, NY 12125",Columbia County,New York,,,,,,,,,,,,,-73.38115738,42.47345825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311976,3/27/2023,2023,Lewis County Gen Hospital Market,"7785 N. State St. Lowville, NY 13367",Lewis County,New York,,,,,,,,,,,,,-75.49813091,43.79577717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311977,3/27/2023,2023,Lima Presbyterian Church Farmers' Market,"7295 W. Main St Lima, NY 14485",Livingston County,New York,,,,,,,,,,,,,-77.61205461,42.90484296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311978,3/27/2023,2023,Little Falls Farmers' & Flea Market,"502 Albany Street Little Falls, NY 13365",Herkimer County,New York,,,,,,,,,,,,,-74.85610946,43.0436975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311979,3/27/2023,2023,"Little Falls Winter Farmers"""" Market","20 Albany Street Little Falls, NY 13365 Inside the Travelodge.",Herkimer County,New York,,,,,,,,,,,,,-74.85797728,43.04296322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311980,3/27/2023,2023,Lockport Community Farmers Market,"57 Canal St, Lockport, New York 14094",Niagara County,New York,,,,,,,,,,,,,-78.69391294,43.17056737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311981,3/27/2023,2023,Lockport Community Winter Farmers Market,"140 South St, Lockport, New York 14094",Niagara County,New York,,,,,,,,,,,,,-78.68483276,43.16928308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311982,3/27/2023,2023,Locust Valley Farmers Market,"114 Forest Avenue Locust Valley, NY 11560",Nassau County,New York,,,,,,,,,,,,,-73.6007136,40.87551515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311983,3/27/2023,2023,Lyme Community Center Farmers Market,"12030 NY-12E, Chaumont, New York 13622",Jefferson County,New York,,,,,,,,,,,,,-76.13110338,44.06761527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311984,3/27/2023,2023,Lyons Falls Farmers Market,"6904 Laura Street Lyons Falls, NY 13368",Lewis County,New York,,,,,,,,,,,,,-75.35583714,43.6143685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311985,3/27/2023,2023,Lyons Farmers Market,"32 Church St, Lyons, New York 14489",Wayne County,New York,,,,,,,,,,,,,-76.9935866,43.06371662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311986,3/27/2023,2023,Macedon Farmers Market,"32 Main Street Macedon, NY 14502",Wayne County,New York,,,,,,,,,,,,,-77.30646663,43.06662318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311987,3/27/2023,2023,Mahopac Farmers Market,"1085 Route 6 Mahopac, NY 10541",Putnam County,New York,,,,,,,,,,,,,-73.71642001,41.39762064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311988,3/27/2023,2023,Main Street Farmers Market,"1273 State Route 5 Elbridge, NY 13060",Onondaga County,New York,,,,,,,,,,,,,-76.41605063,43.03835535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311989,3/27/2023,2023,Malone Farmers' Market,"29 Airport Road, Malone Airport Malone, NY 12953",Franklin County,New York,,,,,,,,,,,,,-74.32775817,44.84790704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311990,3/27/2023,2023,Manlius Farmers' Market,"315 Fayette Street Manlius, NY 13104",Onondaga County,New York,,,,,,,,,,,,,-75.98329614,43.00491457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311991,3/27/2023,2023,Massena Farmers And Artisans Cooperative Market,"105 Harte Haven Plz, Massena, New York 13662",St. Lawrence County,New York,,,,,,,,,,,,,-74.88086747,44.92070554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311992,3/27/2023,2023,Mendon Farmers' Market,"101 Mendon Ionia Rd., Mendon Fire Hall, Mendon , NY, 14506",Monroe County,New York,,,,,,,,,,,,,-77.50349123,42.99033509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311993,3/27/2023,2023,Metropolitan Hospital Market,"1 2nd Ave, New York, New York 10017",New York County,New York,,,,,,,,,,,,,-73.99124378,40.72375346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311994,3/27/2023,2023,Mexico Farmers' Market,"3284 Main Street, Firemen%27s Field Mexico, NY 13114",Oswego County,New York,,,,,,,,,,,,,-76.23029565,43.4595984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311995,3/27/2023,2023,Middleport Farmers' Market,"81 Telegraph Road Middleport, NY 14105",Niagara County,New York,,,,,,,,,,,,,-78.48219345,43.20523732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311996,3/27/2023,2023,Milan Farmers Market 12571,"20 Wilcox Circle Red Hook, NY 12571",Dutchess County,New York,,,,,,,,,,,,,-73.76570552,41.95467772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311997,3/27/2023,2023,Milford Farmers & Craft Market,"3909 NY-28, Milford, New York 13807",Otsego County,New York,,,,,,,,,,,,,-74.95137454,42.599875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311998,3/27/2023,2023,Millerton Farmers Market,"6 Dutchess Ave, Millerton, New York 12546",Dutchess County,New York,,,,,,,,,,,,,-73.50936429,41.95546932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
311999,3/27/2023,2023,Millerton Farmers Market - Winter Season,"6 Dutchess Ave, Millerton, New York 12546",Dutchess County,New York,,,,,,,,,,,,,-73.50936429,41.95546932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312000,3/27/2023,2023,Mohawk Farmers Market,"41 West Main St. Mohawk, NY 13407",Herkimer County,New York,,,,,,,,,,,,,-75.00716515,43.01092322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312001,3/27/2023,2023,Monday Neighborhood Farmers' Market,"203 N. Hamilton Street Watertown, NY 13601",Jefferson County,New York,,,,,,,,,,,,,-75.89409767,43.97325962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312002,3/27/2023,2023,Monroe Village Farmers' Market,"700 Monroe Ave., Rochester, NY, 14607",Monroe County,New York,,,,,,,,,,,,,-77.58820081,43.14341103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312003,3/27/2023,2023,Montour Falls Farmers Market,"300 West Main Street Montour Falls, NY 14865 The market will be easy to find in the center of the village. Parking is available nearby in lots and on the street.",Schuyler County,New York,,,,,,,,,,,,,-76.84815408,42.34613992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312004,3/27/2023,2023,Moravia Farmers Market,"130 Main Street Moravia, NY 13118",Cayuga County,New York,,,,,,,,,,,,,-76.42141907,42.71133885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312005,3/27/2023,2023,Morgans Farm Market,"3821 Cory Corners Road Marion, NY 14505",Wayne County,New York,,,,,,,,,,,,,-77.22150746,43.14254551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312006,3/27/2023,2023,Mount Morris Farmers Market,"103 Main St Mount Morris, NY 14510 Public parking on Main St. and in the parking lot next to us by the Police Station.",Livingston County,New York,,,,,,,,,,,,,-77.87349101,42.7247269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312007,3/27/2023,2023,Mount Morris Village Farmers Market,"30 E. State St. Mount Morris, NY 14510",Livingston County,New York,,,,,,,,,,,,,-77.87713262,42.72493367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312008,3/27/2023,2023,Mount Sinai Greenmarket,"1425 Madison Ave, New York, New York 10029",New York County,New York,,,,,,,,,,,,,-73.95316326,40.78858315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312009,3/27/2023,2023,Mount Vernon Farmers Market,"1 Roosevelt Sq Mount Vernon, NY 10550",Westchester County,New York,,,,,,,,,,,,,-73.83737296,40.91272895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312010,3/27/2023,2023,Muscoot Farmers Market,"51 Route 100 Katonah, NY 10536",Westchester County,New York,,,,,,,,,,,,,-73.751587,41.24657469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312011,3/27/2023,2023,Myrtle Wycoff Greenmarket,"325 Wyckoff Ave, Ridgewood, New York 11385",Queens County,New York,,,,,,,,,,,,,-73.91158143,40.69982921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312012,3/27/2023,2023,Naples Natural Farmers' Market,"197 N. Main Street Naples, NY 14512",Ontario County,New York,,,,,,,,,,,,,-77.39535726,42.62548703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312013,3/27/2023,2023,Neighborhood Farmers Market - Albany JCC,"340 Whitehall Road Albany, NY 12208",Albany County,New York,,,,,,,,,,,,,-73.81043378,42.65062651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312014,3/27/2023,2023,Nesconset Farmers Market,"127 Smithtown Boulevard Nesconset, NY 11767",Suffolk County,New York,,,,,,,,,,,,,-73.1614151,40.83787631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
312015,3/27/2023,2023,New Cassel Farmers Market,"212 Garden St. Westbury, NY 11590",Nassau County,New York,,,,,,,,,,,,,-73.56766743,40.76213772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
