Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES","COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES","COMMODITY TOTALS, OPERATIONS WITH SALES","COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $","COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $","COMMODITY TOTALS, SALES, MEASURED IN $",Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,FORREST,35,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,21,21,,,,TOTAL,NOT SPECIFIED,21,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,FORREST,35,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,100000,100000,TOTAL,NOT SPECIFIED,"100,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,GEORGE,39,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,38,38,,,,TOTAL,NOT SPECIFIED,38,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,GEORGE,39,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,133000,133000,TOTAL,NOT SPECIFIED,"133,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,GREENE,41,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,21,21,,,,TOTAL,NOT SPECIFIED,21,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,GREENE,41,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,202000,202000,TOTAL,NOT SPECIFIED,"202,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,HANCOCK,45,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,12,12,,,,TOTAL,NOT SPECIFIED,12,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,HANCOCK,45,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,21000,21000,TOTAL,NOT SPECIFIED,"21,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,HARRISON,47,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,32,32,,,,TOTAL,NOT SPECIFIED,32,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,HARRISON,47,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,115000,115000,TOTAL,NOT SPECIFIED,"115,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JACKSON,59,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,36,36,,,,TOTAL,NOT SPECIFIED,36,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JACKSON,59,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,90000,90000,TOTAL,NOT SPECIFIED,"90,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JASPER,61,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,8,8,,,,TOTAL,NOT SPECIFIED,8,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JASPER,61,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,8000,8000,TOTAL,NOT SPECIFIED,"8,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JONES,67,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,31,31,,,,TOTAL,NOT SPECIFIED,31,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JONES,67,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,93000,93000,TOTAL,NOT SPECIFIED,"93,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,LAUDERDALE,75,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,34,34,,,,TOTAL,NOT SPECIFIED,34,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,LAUDERDALE,75,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,82000,82000,TOTAL,NOT SPECIFIED,"82,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,NEWTON,101,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,13,13,,,,TOTAL,NOT SPECIFIED,13,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,NEWTON,101,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,62000,62000,TOTAL,NOT SPECIFIED,"62,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,PEARL RIVER,109,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,50,50,,,,TOTAL,NOT SPECIFIED,50,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,PEARL RIVER,109,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,102000,102000,TOTAL,NOT SPECIFIED,"102,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,PERRY,111,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,21,21,,,,TOTAL,NOT SPECIFIED,21,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,PERRY,111,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,83000,83000,TOTAL,NOT SPECIFIED,"83,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,STONE,131,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,19,19,,,,TOTAL,NOT SPECIFIED,19,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,STONE,131,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,95000,95000,TOTAL,NOT SPECIFIED,"95,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,WAYNE,153,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,11,11,,,,TOTAL,NOT SPECIFIED,11,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,WAYNE,153,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,13000,13000,TOTAL,NOT SPECIFIED,"13,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,ADAMS,1,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,6,6,,,,TOTAL,NOT SPECIFIED,6,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,ADAMS,1,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,13000,13000,TOTAL,NOT SPECIFIED,"13,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,AMITE,5,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,14,14,,,,TOTAL,NOT SPECIFIED,14,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,AMITE,5,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,25000,25000,TOTAL,NOT SPECIFIED,"25,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,CLAIBORNE,21,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,8,8,,,,TOTAL,NOT SPECIFIED,8,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,CLAIBORNE,21,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,5000,5000,TOTAL,NOT SPECIFIED,"5,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,COPIAH,29,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,16,16,,,,TOTAL,NOT SPECIFIED,16,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,COPIAH,29,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,15000,15000,TOTAL,NOT SPECIFIED,"15,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,FRANKLIN,37,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,8,8,,,,TOTAL,NOT SPECIFIED,8,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,FRANKLIN,37,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,4000,4000,TOTAL,NOT SPECIFIED,"4,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,HINDS,49,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,53,53,,,,TOTAL,NOT SPECIFIED,53,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,HINDS,49,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,108000,108000,TOTAL,NOT SPECIFIED,"108,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,JEFFERSON,63,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,12,12,,,,TOTAL,NOT SPECIFIED,12,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,JEFFERSON,63,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,23000,23000,TOTAL,NOT SPECIFIED,"23,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,LINCOLN,85,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,28,28,,,,TOTAL,NOT SPECIFIED,28,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,LINCOLN,85,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,36000,36000,TOTAL,NOT SPECIFIED,"36,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,WARREN,149,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,11,11,,,,TOTAL,NOT SPECIFIED,11,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,WARREN,149,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,7000,7000,TOTAL,NOT SPECIFIED,"7,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,WILKINSON,157,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,4,4,,,,TOTAL,NOT SPECIFIED,4,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,WILKINSON,157,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,8000,8000,TOTAL,NOT SPECIFIED,"8,000",68
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,BOLIVAR,11,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,3,3,,,,TOTAL,NOT SPECIFIED,3,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,BOLIVAR,11,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,2000,2000,TOTAL,NOT SPECIFIED,"2,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,COAHOMA,27,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,11,11,,,,TOTAL,NOT SPECIFIED,11,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,COAHOMA,27,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,55000,55000,TOTAL,NOT SPECIFIED,"55,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,QUITMAN,119,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,4,4,,,,TOTAL,NOT SPECIFIED,4,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,QUITMAN,119,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,9000,9000,TOTAL,NOT SPECIFIED,"9,000",68
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,TALLAHATCHIE,135,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,2,2,,,,TOTAL,NOT SPECIFIED,2,25.9
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,TALLAHATCHIE,135,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,, (D),,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,BENTON,15,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,40,40,,,,TOTAL,NOT SPECIFIED,40,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,BENTON,15,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,54000,54000,TOTAL,NOT SPECIFIED,"54,000",14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,BOONE,19,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,112,112,,,,TOTAL,NOT SPECIFIED,112,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,BOONE,19,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,434000,434000,TOTAL,NOT SPECIFIED,"434,000",14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,CALLAWAY,27,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,87,87,,,,TOTAL,NOT SPECIFIED,87,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,CALLAWAY,27,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,269000,269000,TOTAL,NOT SPECIFIED,"269,000",14.1
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,CAMDEN,29,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,21,21,,,,TOTAL,NOT SPECIFIED,21,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,CAMDEN,29,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,34000,34000,TOTAL,NOT SPECIFIED,"34,000",14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,COLE,51,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,55,55,,,,TOTAL,NOT SPECIFIED,55,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,COLE,51,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,182000,182000,TOTAL,NOT SPECIFIED,"182,000",14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,COOPER,53,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,31,31,,,,TOTAL,NOT SPECIFIED,31,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,COOPER,53,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,124000,124000,TOTAL,NOT SPECIFIED,"124,000",14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,DALLAS,59,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,63,63,,,,TOTAL,NOT SPECIFIED,63,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,DALLAS,59,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,257000,257000,TOTAL,NOT SPECIFIED,"257,000",14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,HICKORY,85,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,7,7,,,,TOTAL,NOT SPECIFIED,7,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,HICKORY,85,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,33000,33000,TOTAL,NOT SPECIFIED,"33,000",14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,HOWARD,89,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,28,28,,,,TOTAL,NOT SPECIFIED,28,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,HOWARD,89,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,70000,70000,TOTAL,NOT SPECIFIED,"70,000",14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,LACLEDE,105,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,36,36,,,,TOTAL,NOT SPECIFIED,36,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,LACLEDE,105,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,134000,134000,TOTAL,NOT SPECIFIED,"134,000",14.1
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,MARIES,125,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,55,55,,,,TOTAL,NOT SPECIFIED,55,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,MARIES,125,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,165000,165000,TOTAL,NOT SPECIFIED,"165,000",14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,MILLER,131,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,21,21,,,,TOTAL,NOT SPECIFIED,21,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,MILLER,131,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,110000,110000,TOTAL,NOT SPECIFIED,"110,000",14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,MONITEAU,135,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,54,54,,,,TOTAL,NOT SPECIFIED,54,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,MONITEAU,135,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,348000,348000,TOTAL,NOT SPECIFIED,"348,000",14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,MORGAN,141,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,56,56,,,,TOTAL,NOT SPECIFIED,56,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,MORGAN,141,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,323000,323000,TOTAL,NOT SPECIFIED,"323,000",14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,OSAGE,151,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,42,42,,,,TOTAL,NOT SPECIFIED,42,16.7
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,OSAGE,151,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,449000,449000,TOTAL,NOT SPECIFIED,"449,000",14.1
